,open,high,low,close,volume,symbol
2026-08-21,546.885,553.8733,543.23,549.9,13848015.0,META
2026-08-24,550.2,561.42,546.3,559.02,12990583.0,META
2026-08-25,563.88,570.8,561.4001,570.05,9769094.0,META
2026-08-26,590.31,593.34,561.88,576.14,31416337.0,META
2026-08-27,576.48,588.39,567.62,571.1,15221385.0,META
2026-08-28,571.55,589.19,571.0,578.02,16042352.0,META
2026-08-31,577.63,578.675,569.1386,572.34,13383754.0,META
2026-09-01,558.345,584.95,556.1,578.54,15796898.0,META
2026-09-02,578.785,600.38,577.0,592.85,16552678.0,META
2026-09-03,604.49,619.46,604.35,610.68,19737139.0,META
2026-09-04,612.35,617.46,605.27,616.77,15966213.0,META
