,open,high,low,close,volume,symbol
2026-02-09,321.34,326.4,320.1149,322.1,11477473.0,JPM
2026-02-10,322.55,326.125,315.1201,318.28,9902224.0,JPM
2026-02-11,323.24,325.28,308.7301,310.82,8703519.0,JPM
2026-02-12,312.28,313.62,300.02,302.64,13443363.0,JPM
2026-02-13,298.52,304.29,296.52,302.55,9114526.0,JPM
2026-02-17,302.76,308.24,302.5,307.13,8896753.0,JPM
2026-02-18,308.46,312.28,307.22,308.78,7209556.0,JPM
2026-02-19,307.17,309.18,305.12,308.05,6737705.0,JPM
2026-02-20,308.4,311.0,305.68,310.79,7792735.0,JPM
2026-02-23,308.8,311.0,295.1,297.67,12955428.0,JPM
2026-02-24,296.82,299.75,291.38,297.3,13554127.0,JPM
2026-02-25,298.64,303.6599,297.01,303.3,8095520.0,JPM
2026-02-26,304.58,309.01,303.64,306.13,7007804.0,JPM
2026-02-27,300.0,302.95,294.45,300.3,18620786.0,JPM
2026-03-02,294.81,299.9799,293.21,297.56,8508910.0,JPM
2026-03-03,292.285,302.39,289.5,300.26,10278216.0,JPM
2026-03-04,299.99,301.0,295.82,299.39,8055673.0,JPM
2026-03-05,297.98,301.24,292.43,293.55,12732488.0,JPM
2026-03-06,286.34,289.99,283.71,289.48,13496526.0,JPM
2026-03-09,285.5,291.0999,280.45,289.92,12241052.0,JPM
2026-03-10,289.29,292.75,287.18,288.73,8344876.0,JPM
2026-03-11,288.81,290.4825,284.86,287.52,10204994.0,JPM
2026-03-12,282.83,283.88,279.1,282.89,13760505.0,JPM
2026-03-13,284.665,287.19,282.95,283.44,9091183.0,JPM
2026-03-16,286.34,289.2699,284.61,286.16,8149008.0,JPM
2026-03-17,289.0,291.76,285.95,286.89,8961193.0,JPM
2026-03-18,286.83,289.405,285.1223,287.74,10057039.0,JPM
2026-03-19,286.88,289.51,284.62,287.97,9846696.0,JPM
2026-03-20,288.08,290.71,285.27,286.56,22436492.0,JPM
2026-03-23,294.31,295.75,287.97,289.91,11470841.0,JPM
2026-03-24,286.17,295.48,285.3701,292.4,11092328.0,JPM
2026-03-25,294.15,297.64,292.44,295.42,12188164.0,JPM
